# iteração	procurando	descanso	alvos_encontrados	energia
1159	10	0	0	-11496
1160	10	0	0	-11506
1161	10	0	0	-11516
1162	10	0	0	-11526
1163	10	0	0	-11536
1164	10	0	0	-11546
1165	10	0	0	-11556
1166	10	0	0	-11566
1167	10	0	0	-11576
1168	10	0	0	-11586
1169	10	0	0	-11596
1170	10	0	0	-11606
1171	10	0	0	-11616
1172	10	0	0	-11626
1173	10	0	0	-11636
1174	10	0	0	-11646
1175	10	0	0	-11656
1176	10	0	0	-11666
1177	10	0	0	-11676
1178	10	0	0	-11686
1179	10	0	0	-11696
1180	10	0	0	-11706
1181	10	0	0	-11716
1182	10	0	0	-11726
1183	10	0	0	-11736
1184	10	0	0	-11746
1185	10	0	0	-11756
1186	10	0	0	-11766
1187	10	0	0	-11776
1188	10	0	0	-11786
1189	10	0	0	-11796
1190	10	0	0	-11806
1191	10	0	0	-11816
1192	10	0	0	-11826
1193	10	0	0	-11836
1194	10	0	0	-11846
1195	10	0	0	-11856
1196	10	0	0	-11866
1197	10	0	0	-11876
1198	10	0	0	-11886
1199	10	0	0	-11896
1200	10	0	0	-11906
1201	10	0	0	-11916
1202	10	0	0	-11926
1203	10	0	0	-11936
1204	10	0	0	-11946
1205	10	0	0	-11956
1206	10	0	0	-11966
1207	10	0	0	-11976
1208	10	0	0	-11986
1209	10	0	0	-11996
1210	10	0	0	-12006
1211	10	0	0	-12016
1212	10	0	0	-12026
1213	10	0	0	-12036
1214	10	0	0	-12046
1215	10	0	0	-12056
1216	10	0	0	-12066
1217	10	0	0	-12076
1218	10	0	0	-12086
1219	10	0	0	-12096
1220	10	0	0	-12106
1221	10	0	0	-12116
1222	10	0	0	-12126
1223	10	0	0	-12136
1224	10	0	0	-12146
1225	10	0	0	-12156
1226	10	0	0	-12166
1227	10	0	0	-12176
1228	10	0	0	-12186
1229	10	0	0	-12196
1230	10	0	0	-12206
1231	10	0	0	-12216
1232	10	0	0	-12226
1233	10	0	0	-12236
1234	10	0	0	-12246
1235	10	0	0	-12256
1236	10	0	0	-12266
1237	10	0	0	-12276
1238	10	0	0	-12286
1239	10	0	0	-12296
1240	10	0	0	-12306
1241	10	0	0	-12316
1242	10	0	0	-12326
1243	10	0	0	-12336
1244	10	0	0	-12346
1245	10	0	0	-12356
1246	10	0	0	-12366
1247	10	0	0	-12376
1248	10	0	0	-12386
1249	10	0	0	-12396
1250	10	0	0	-12406
1251	10	0	0	-12416
1252	10	0	0	-12426
1253	10	0	0	-12436
1254	10	0	0	-12446
1255	10	0	0	-12456
1256	10	0	0	-12466
1257	10	0	0	-12476
1258	10	0	0	-12486
1259	10	0	0	-12496
1260	10	0	0	-12506
1261	10	0	0	-12516
1262	10	0	0	-12526
1263	10	0	0	-12536
1264	10	0	0	-12546
1265	10	0	0	-12556
1266	10	0	0	-12566
1267	10	0	0	-12576
1268	10	0	0	-12586
1269	10	0	0	-12596
1270	10	0	0	-12606
1271	10	0	0	-12616
1272	10	0	0	-12626
1273	10	0	0	-12636
1274	10	0	0	-12646
1275	10	0	0	-12656
1276	10	0	0	-12666
1277	10	0	0	-12676
1278	10	0	0	-12686
1279	10	0	0	-12696
1280	10	0	0	-12706
1281	10	0	0	-12716
1282	10	0	0	-12726
1283	10	0	0	-12736
1284	10	0	0	-12746
1285	10	0	0	-12756
1286	10	0	0	-12766
1287	10	0	0	-12776
1288	10	0	0	-12786
1289	10	0	0	-12796
1290	10	0	0	-12806
1291	10	0	0	-12816
1292	10	0	0	-12826
1293	10	0	0	-12836
1294	10	0	0	-12846
1295	10	0	0	-12856
1296	10	0	0	-12866
1297	10	0	0	-12876
1298	10	0	0	-12886
1299	10	0	0	-12896
1300	10	0	0	-12906
1301	10	0	0	-12916
1302	10	0	0	-12926
1303	10	0	0	-12936
1304	10	0	0	-12946
1305	10	0	0	-12956
1306	10	0	0	-12966
1307	10	0	0	-12976
1308	10	0	0	-12986
1309	10	0	0	-12996
1310	10	0	0	-13006
1311	10	0	0	-13016
1312	10	0	0	-13026
1313	10	0	0	-13036
1314	10	0	0	-13046
1315	10	0	0	-13056
1316	10	0	0	-13066
1317	10	0	0	-13076
1318	10	0	0	-13086
1319	10	0	0	-13096
1320	10	0	0	-13106
1321	10	0	0	-13116
1322	10	0	0	-13126
1323	10	0	0	-13136
1324	10	0	0	-13146
1325	10	0	0	-13156
1326	10	0	0	-13166
1327	10	0	0	-13176
1328	10	0	0	-13186
1329	10	0	0	-13196
1330	10	0	0	-13206
1331	10	0	0	-13216
1332	10	0	0	-13226
1333	10	0	0	-13236
1334	10	0	0	-13246
1335	10	0	0	-13256
1336	10	0	0	-13266
1337	10	0	0	-13276
1338	10	0	0	-13286
1339	10	0	0	-13296
1340	10	0	0	-13306
1341	10	0	0	-13316
1342	10	0	0	-13326
1343	10	0	0	-13336
1344	10	0	0	-13346
1345	10	0	0	-13356
1346	10	0	0	-13366
1347	10	0	0	-13376
1348	10	0	0	-13386
1349	10	0	0	-13396
1350	10	0	0	-13406
1351	10	0	0	-13416
1352	10	0	0	-13426
1353	10	0	0	-13436
1354	10	0	0	-13446
1355	10	0	0	-13456
1356	10	0	0	-13466
1357	10	0	0	-13476
1358	10	0	0	-13486
1359	10	0	0	-13496
1360	10	0	0	-13506
1361	10	0	0	-13516
1362	10	0	0	-13526
1363	10	0	0	-13536
1364	10	0	0	-13546
1365	10	0	0	-13556
1366	10	0	0	-13566
1367	10	0	0	-13576
1368	10	0	0	-13586
1369	10	0	0	-13596
1370	10	0	0	-13606
1371	10	0	0	-13616
1372	10	0	0	-13626
1373	10	0	0	-13636
1374	10	0	0	-13646
1375	10	0	0	-13656
1376	10	0	0	-13666
1377	10	0	0	-13676
1378	10	0	0	-13686
1379	10	0	0	-13696
1380	10	0	0	-13706
1381	10	0	0	-13716
1382	10	0	0	-13726
1383	10	0	0	-13736
1384	10	0	0	-13746
1385	10	0	0	-13756
1386	10	0	0	-13766
1387	10	0	0	-13776
1388	10	0	0	-13786
1389	10	0	0	-13796
1390	10	0	0	-13806
1391	10	0	0	-13816
1392	10	0	0	-13826
1393	10	0	0	-13836
1394	10	0	0	-13846
1395	10	0	0	-13856
1396	10	0	0	-13866
1397	10	0	0	-13876
1398	10	0	0	-13886
1399	10	0	0	-13896
1400	10	0	0	-13906
1401	10	0	0	-13916
1402	10	0	0	-13926
1403	10	0	0	-13936
1404	10	0	0	-13946
1405	10	0	0	-13956
1406	10	0	0	-13966
1407	10	0	0	-13976
1408	10	0	0	-13986
1409	10	0	0	-13996
1410	10	0	0	-14006
1411	10	0	0	-14016
1412	10	0	0	-14026
1413	10	0	0	-14036
1414	10	0	0	-14046
1415	10	0	0	-14056
1416	10	0	0	-14066
1417	10	0	0	-14076
1418	10	0	0	-14086
1419	10	0	0	-14096
1420	10	0	0	-14106
1421	10	0	0	-14116
1422	10	0	0	-14126
1423	10	0	0	-14136
1424	10	0	0	-14146
1425	10	0	0	-14156
1426	10	0	0	-14166
1427	10	0	0	-14176
1428	10	0	0	-14186
1429	10	0	0	-14196
1430	10	0	0	-14206
1431	10	0	0	-14216
1432	10	0	0	-14226
1433	10	0	0	-14236
1434	10	0	0	-14246
1435	10	0	0	-14256
1436	10	0	0	-14266
1437	10	0	0	-14276
1438	10	0	0	-14286
1439	10	0	0	-14296
1440	10	0	0	-14306
1441	10	0	0	-14316
1442	10	0	0	-14326
1443	10	0	0	-14336
1444	10	0	0	-14346
1445	10	0	0	-14356
1446	10	0	0	-14366
1447	10	0	0	-14376
1448	10	0	0	-14386
1449	10	0	0	-14396
1450	10	0	0	-14406
1451	10	0	0	-14416
1452	10	0	0	-14426
1453	10	0	0	-14436
1454	10	0	0	-14446
1455	10	0	0	-14456
1456	10	0	0	-14466
1457	10	0	0	-14476
1458	10	0	0	-14486
1459	10	0	0	-14496
1460	10	0	0	-14506
1461	10	0	0	-14516
1462	10	0	0	-14526
1463	10	0	0	-14536
1464	10	0	0	-14546
1465	10	0	0	-14556
1466	10	0	0	-14566
1467	10	0	0	-14576
1468	10	0	0	-14586
1469	10	0	0	-14596
1470	10	0	0	-14606
1471	10	0	0	-14616
1472	10	0	0	-14626
1473	10	0	0	-14636
1474	10	0	0	-14646
1475	10	0	0	-14656
1476	10	0	0	-14666
1477	10	0	0	-14676
1478	10	0	0	-14686
1479	10	0	0	-14696
1480	10	0	0	-14706
1481	10	0	0	-14716
1482	10	0	0	-14726
1483	10	0	0	-14736
1484	10	0	0	-14746
1485	10	0	0	-14756
1486	10	0	0	-14766
1487	10	0	0	-14776
1488	10	0	0	-14786
1489	10	0	0	-14796
1490	10	0	0	-14806
1491	10	0	0	-14816
1492	10	0	0	-14826
1493	10	0	0	-14836
1494	10	0	0	-14846
1495	10	0	0	-14856
1496	10	0	0	-14866
1497	10	0	0	-14876
1498	10	0	0	-14886
1499	10	0	0	-14896
1500	10	0	0	-14906
1501	10	0	0	-14916
1502	10	0	0	-14926
1503	10	0	0	-14936
1504	10	0	0	-14946
1505	10	0	0	-14956
1506	10	0	0	-14966
1507	10	0	0	-14976
1508	10	0	0	-14986
1509	10	0	0	-14996
1510	10	0	0	-15006
1511	10	0	0	-15016
1512	10	0	0	-15026
1513	10	0	0	-15036
1514	10	0	0	-15046
1515	10	0	0	-15056
1516	10	0	0	-15066
1517	10	0	0	-15076
1518	10	0	0	-15086
1519	10	0	0	-15096
1520	10	0	0	-15106
1521	10	0	0	-15116
1522	10	0	0	-15126
1523	10	0	0	-15136
1524	10	0	0	-15146
1525	10	0	0	-15156
1526	10	0	0	-15166
1527	10	0	0	-15176
1528	10	0	0	-15186
1529	10	0	0	-15196
1530	10	0	0	-15206
1531	10	0	0	-15216
1532	10	0	0	-15226
1533	10	0	0	-15236
1534	10	0	0	-15246
1535	10	0	0	-15256
1536	10	0	0	-15266
1537	10	0	0	-15276
1538	10	0	0	-15286
1539	10	0	0	-15296
1540	10	0	0	-15306
1541	10	0	0	-15316
1542	10	0	0	-15326
1543	10	0	0	-15336
1544	10	0	0	-15346
1545	10	0	0	-15356
1546	10	0	0	-15366
1547	10	0	0	-15376
1548	10	0	0	-15386
1549	10	0	0	-15396
1550	10	0	0	-15406
1551	10	0	0	-15416
1552	10	0	0	-15426
1553	10	0	0	-15436
1554	10	0	0	-15446
1555	10	0	0	-15456
1556	10	0	0	-15466
1557	10	0	0	-15476
1558	10	0	0	-15486
1559	10	0	0	-15496
1560	10	0	0	-15506
1561	10	0	0	-15516
1562	10	0	0	-15526
1563	10	0	0	-15536
1564	10	0	0	-15546
1565	10	0	0	-15556
1566	10	0	0	-15566
1567	10	0	0	-15576
1568	10	0	0	-15586
1569	10	0	0	-15596
1570	10	0	0	-15606
1571	10	0	0	-15616
1572	10	0	0	-15626
1573	10	0	0	-15636
1574	10	0	0	-15646
1575	10	0	0	-15656
1576	10	0	0	-15666
1577	10	0	0	-15676
1578	10	0	0	-15686
1579	10	0	0	-15696
1580	10	0	0	-15706
1581	10	0	0	-15716
1582	10	0	0	-15726
1583	10	0	0	-15736
1584	10	0	0	-15746
1585	10	0	0	-15756
1586	10	0	0	-15766
1587	10	0	0	-15776
1588	10	0	0	-15786
1589	10	0	0	-15796
1590	10	0	0	-15806
1591	10	0	0	-15816
1592	10	0	0	-15826
1593	10	0	0	-15836
1594	10	0	0	-15846
1595	10	0	0	-15856
1596	10	0	0	-15866
1597	10	0	0	-15876
1598	10	0	0	-15886
1599	10	0	0	-15896
1600	10	0	0	-15906
1601	10	0	0	-15916
1602	10	0	0	-15926
1603	10	0	0	-15936
1604	10	0	0	-15946
1605	10	0	0	-15956
1606	10	0	0	-15966
1607	10	0	0	-15976
1608	10	0	0	-15986
1609	10	0	0	-15996
1610	10	0	0	-16006
1611	10	0	0	-16016
1612	10	0	0	-16026
1613	10	0	0	-16036
1614	10	0	0	-16046
1615	10	0	0	-16056
1616	10	0	0	-16066
1617	10	0	0	-16076
1618	10	0	0	-16086
1619	10	0	0	-16096
1620	10	0	0	-16106
1621	10	0	0	-16116
1622	10	0	0	-16126
1623	10	0	0	-16136
1624	10	0	0	-16146
1625	10	0	0	-16156
1626	10	0	0	-16166
1627	10	0	0	-16176
1628	10	0	0	-16186
1629	10	0	0	-16196
1630	10	0	0	-16206
1631	10	0	0	-16216
1632	10	0	0	-16226
1633	10	0	0	-16236
1634	10	0	0	-16246
1635	10	0	0	-16256
1636	10	0	0	-16266
1637	10	0	0	-16276
1638	10	0	0	-16286
1639	10	0	0	-16296
1640	10	0	0	-16306
1641	10	0	0	-16316
1642	10	0	0	-16326
1643	10	0	0	-16336
1644	10	0	0	-16346
1645	10	0	0	-16356
1646	10	0	0	-16366
1647	10	0	0	-16376
1648	10	0	0	-16386
1649	10	0	0	-16396
1650	10	0	0	-16406
1651	10	0	0	-16416
1652	10	0	0	-16426
1653	10	0	0	-16436
1654	10	0	0	-16446
1655	10	0	0	-16456
1656	10	0	0	-16466
1657	10	0	0	-16476
1658	10	0	0	-16486
1659	10	0	0	-16496
1660	10	0	0	-16506
1661	10	0	0	-16516
1662	10	0	0	-16526
1663	10	0	0	-16536
1664	10	0	0	-16546
1665	10	0	0	-16556
1666	10	0	0	-16566
1667	10	0	0	-16576
1668	10	0	0	-16586
1669	10	0	0	-16596
1670	10	0	0	-16606
1671	10	0	0	-16616
1672	10	0	0	-16626
1673	10	0	0	-16636
1674	10	0	0	-16646
1675	10	0	0	-16656
1676	10	0	0	-16666
1677	10	0	0	-16676
1678	10	0	0	-16686
1679	10	0	0	-16696
1680	10	0	0	-16706
1681	10	0	0	-16716
1682	10	0	0	-16726
1683	10	0	0	-16736
1684	10	0	0	-16746
1685	10	0	0	-16756
1686	10	0	0	-16766
1687	10	0	0	-16776
1688	10	0	0	-16786
1689	10	0	0	-16796
1690	10	0	0	-16806
1691	10	0	0	-16816
1692	10	0	0	-16826
1693	10	0	0	-16836
1694	10	0	0	-16846
1695	10	0	0	-16856
1696	10	0	0	-16866
1697	10	0	0	-16876
1698	10	0	0	-16886
1699	10	0	0	-16896
1700	10	0	0	-16906
1701	10	0	0	-16916
1702	10	0	0	-16926
1703	10	0	0	-16936
1704	10	0	0	-16946
1705	10	0	0	-16956
1706	10	0	0	-16966
1707	10	0	0	-16976
1708	10	0	0	-16986
